DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|VALOR_JUROS_NF
419909|148737|0,00
419910|148369|0,00
419911|148562|0,00
419912|148439|0,00
419913|148737|0,00
419914|148737|0,00
419915|148737|0,00
419916|148696|0,00
419917|148737|0,00
419919|148737|0,00
419920|151244|1,40
419921|148737|0,00
419922|148737|0,00
419923|148737|0,00
419924|148737|0,00
419925|152935|39,87
419927|148562|0,00
419928|148696|0,00
419930|148312|0,00
419931|148737|0,00
419933|148737|0,00
419934|148737|0,00
419935|148737|0,00
419936|148737|0,00
419937|148737|0,00
419938|153650|4,70
419940|148737|0,00
419941|148696|0,00
419942|148696|0,00
419943|148737|0,00
419945|154760|188,17
419946|148640|0,00
419947|149780|4,81
419948|149933|1,02
419949|148640|0,00
419950|150973|5,29
419951|148439|0,00
419952|148737|0,00
419953|148696|0,00
419954|148508|0,00
419955|148737|0,00
419956|148737|0,00
419957|148737|0,00
419959|148737|0,00
419960|148776|23,82
419961|148696|0,00
419962|151186|1,51
419963|148737|0,00
419964|148696|0,00
419965|148737|0,00
419966|148608|0,00
419967|148737|0,00
419968|149095|0,00
419969|148737|0,00
419970|148696|0,00
419972|149992|11,35
419973|148696|0,00
419974|148696|0,00
419976|148737|0,00
419977|148369|0,00
419979|148737|0,00
419980|148737|0,00
419981|148737|0,00
419982|148696|0,00
419983|148737|0,00
419984|148737|0,00
419985|148562|0,00
419987|148608|0,00
419988|154131|5,34
419990|148737|0,00
419991|148737|0,00
419993|148737|0,00
419994|148737|0,00
419995|148737|0,00
419996|153295|0,00
419997|148776|10,39
419998|154847|2,83
420000|148562|0,00
420001|148737|0,00
420002|148737|0,00
420004|148737|0,00
420005|148737|0,00
420006|148608|0,00
420214|149862|0,00
420216|149822|0,00
420223|149907|0,00
420224|149907|0,00
420230|149907|0,00
420234|149862|0,00
420235|149741|0,00
420236|149907|0,00
420237|149907|0,00
420238|149862|0,00
420239|149556|0,00
420241|149907|0,00
420243|149907|0,00
420246|149907|0,00
420247|149907|0,00
420252|149907|0,00
420255|149907|0,00
420256|149907|0,00
420257|149907|0,00
420258|149907|0,00
420259|149862|0,00
420260|149907|0,00
420266|149907|0,00
420277|149907|0,00
420278|149907|0,00
420280|149907|0,00
420281|149907|0,00
420286|149907|0,00
420287|149822|0,00
420289|149741|0,00
420290|149907|0,00
420291|149556|0,00
420293|149907|0,00
420294|149741|0,00
420296|149907|0,00
420297|149862|0,00
420298|149822|0,00
420300|149907|0,00
420302|149907|0,00
420304|149907|0,00
420306|149907|0,00
420308|149684|0,00
420309|149862|0,00
420310|149907|0,00
420311|149862|0,00
420312|149907|0,00
420314|149907|0,00
420315|149907|0,00
420316|149741|0,00
420317|149862|0,00
420320|149862|0,00
420321|149907|0,00
420323|149907|0,00
420325|149907|0,00
420329|149862|0,00
420330|149907|0,00
420332|149907|0,00
420333|149741|0,00
420334|149907|0,00
420335|150916|1,03
420337|149907|0,00
420339|149941|0,00
420340|149907|0,00
420343|149907|0,00
420344|149907|0,00
420345|149907|0,00
420346|149822|0,00
420350|149907|0,00
420351|149907|0,00
420352|149907|0,00
420353|149822|0,00
420355|149907|0,00
420356|149907|0,00
420357|149907|0,00
420359|150216|13,10
420361|149907|0,00
420363|149780|0,00
420364|149907|0,00
420365|149862|0,00
420390|149907|0,00
420392|149907|0,00
420395|149907|0,00
420403|149907|0,00
420404|149907|0,00
420405|149907|0,00
420406|149907|0,00
420407|149862|0,00
420408|149588|0,00
420409|149907|0,00
420413|153587|7,25
420414|149907|0,00
420415|149907|0,00
420416|149907|0,00
420417|150993|0,11
420418|149907|0,00
420422|149907|0,00
420424|149907|0,00
420425|149610|0,00
420426|149907|0,00
420427|149907|0,00
420428|149907|0,00
420431|149907|0,00
420432|149684|0,00
420433|149907|0,00
420434|149524|0,00
420435|149907|0,00
420436|149907|0,00
420437|149907|0,00
420438|149907|0,00
420439|149907|0,00
420440|149907|0,00
420441|149907|0,00
420442|149907|0,00
420444|149907|0,00
420446|149907|0,00
420447|149862|0,00
420448|149907|0,00
420450|150510|0,23
420451|149862|0,00
420454|149907|0,00
420455|149907|0,00
420457|149907|0,00
420458|149780|0,00
420459|149907|0,00
420461|149907|0,00
420462|150632|4,76
420463|149822|0,00
420470|149822|0,00
420476|149907|0,00
420478|149780|0,00
420480|149907|0,00
420481|149862|0,00
420485|149907|0,00
420486|149907|0,00
420488|149907|0,00
420490|149907|0,00
420491|149907|0,00
420492|149780|0,00
420494|149907|0,00
420495|149907|0,00
420496|149907|0,00
420497|149907|0,00
420498|149907|0,00
420499|149907|0,00
420502|149741|0,00
420503|149907|0,00
420504|149907|0,00
420505|149741|0,00
420506|149641|0,00
420508|149907|0,00
420509|149907|0,00
420510|149862|0,00
420513|150413|0,85
420514|149907|0,00
420515|149907|0,00
420516|149907|0,00
420518|149907|0,00
420522|149741|0,00
420524|149907|0,00
420527|149780|0,00
420528|149907|0,00
420529|149741|0,00
420530|149907|0,00
420532|149907|0,00
420535|149588|0,00
420536|149907|0,00
420537|149907|0,00
420539|149907|0,00
420540|149907|0,00
420541|149907|0,00
420542|149907|0,00
420543|149907|0,00
420545|149907|0,00
420547|149556|0,00
420548|149862|0,00
420549|150169|110,19
420550|149907|0,00
420551|149907|0,00
420553|149907|0,00
420554|149907|0,00
420555|149907|0,00
420556|149907|0,00
420557|149780|0,00
420576|149907|0,00
420579|149907|0,00
420580|149822|0,00
420581|149741|0,00
420582|149907|0,00
420583|149588|0,00
420585|149907|0,00
420589|149822|0,00
420590|149907|0,00
420591|149822|0,00
420592|149907|0,00
420593|149907|0,00
420598|149907|0,00
420600|149588|0,00
420602|149907|0,00
420603|149862|0,00
420604|152933|3,59
420605|149907|0,00
420608|149907|0,00
420609|149907|0,00
420610|149907|0,00
420617|149907|0,00
420620|149862|0,00
420621|149907|0,00
420622|149907|0,00
420624|149907|0,00
420628|149907|0,00
420629|149822|0,00
420631|149907|0,00
420632|149907|0,00
420634|149907|0,00
420635|149907|0,00
420637|149907|0,00
420639|149907|0,00
420641|149907|0,00
420642|149822|0,00
420643|149907|0,00
420644|149524|0,00
420646|149907|0,00
420647|149822|0,00
420648|149862|0,00
420649|149907|0,00
420650|149907|0,00
420651|149907|0,00
420652|149907|0,00
420653|149907|0,00
420654|149556|0,00
420656|149780|0,00
420657|149822|0,00
420658|149907|0,00
420659|149907|0,00
420661|149907|0,00
420662|149907|0,00
420663|149907|0,00
420665|149907|0,00
420666|149907|0,00
420667|149822|0,00
420668|149741|0,00
420669|149907|0,00
420670|149907|0,00
420671|149907|0,00
420672|149907|0,00
420673|149907|0,00
420674|149907|0,00
420675|149907|0,00
420678|149907|0,00
420681|149907|0,00
420682|149907|0,00
420683|149907|0,00
420685|149741|0,00
420687|149907|0,00
420688|149907|0,00
420690|149610|0,00
420691|149907|0,00
420693|150602|2,76
420694|149907|0,00
420696|149907|0,00
420698|149907|0,00
420699|149933|0,74
420702|149556|0,00
420704|149524|0,00
420705|149907|0,00
420706|152659|1,53
420707|149907|0,00
420708|149741|0,00
420709|149741|0,00
420710|149822|0,00
420713|149907|0,00
420714|149907|0,00
420715|149907|0,00
420717|149524|0,00
420720|149556|0,00
420721|149741|0,00
420722|149907|0,00
420723|149907|0,00
420726|149907|0,00
420728|149907|0,00
420729|149933|1,48
420730|149556|0,00
420732|149907|0,00
420733|149907|0,00
420735|149907|0,00
420737|150973|26,39
420738|149907|0,00
420739|149684|0,00
420740|149862|0,00
420741|149907|0,00
420742|149862|0,00
420744|149907|0,00
420745|149780|0,00
420747|149588|0,00
420749|149588|0,00
420750|149907|0,00
420751|149907|0,00
420753|149862|0,00
420754|149907|0,00
420756|149907|0,00
420757|149907|0,00
420758|149907|0,00
420760|149907|0,00
420761|149862|0,00
420762|149907|0,00
420763|149907|0,00
420764|149907|0,00
420767|149933|271,05
420768|149907|0,00
420772|149907|0,00
420773|149907|0,00
420774|149862|0,00
420776|149907|0,00
420780|149992|141,21
420782|149862|0,00
420783|149907|0,00
420784|149907|0,00
420785|149741|0,00
420786|149907|0,00
420788|149907|0,00
420792|149907|0,00
420793|149556|0,00
420794|149907|0,00
420797|149907|0,00
420798|150872|2,04
420799|149907|0,00
420800|149907|0,00
420801|149992|29,43
420802|149907|0,00
420803|149907|0,00
420804|149556|0,00
420805|149907|0,00
420806|149822|0,00
420807|149992|9,03
420808|149741|0,00
420809|149907|0,00
420811|149780|0,00
420812|149907|0,00
420813|149641|0,00
420817|149588|0,00
420818|149862|0,00
420819|149907|0,00
420824|149862|0,00
420825|149907|0,00
420826|149907|0,00
420827|149741|0,00
420830|150076|46,71
420831|149907|0,00
420832|149780|0,00
420834|149641|0,00
420835|149907|0,00
420837|149942|0,00
420838|149907|0,00
420839|149907|0,00
420840|149862|0,00
420842|149907|0,00
420844|149907|0,00
420845|149907|0,00
420846|149907|0,00
420847|149641|0,00
420848|149907|0,00
420849|149907|0,00
420850|149862|0,00
420851|149907|0,00
420852|149907|0,00
420855|149907|0,00
420857|149907|0,00
420858|149822|0,00
420859|149907|0,00
420860|149907|0,00
420861|149610|0,00
420864|149907|0,00
420865|149610|0,00
420868|149907|0,00
420870|149907|0,00
420872|149741|0,00
420873|149907|0,00
420874|149684|0,00
420876|149907|0,00
420877|149907|0,00
420878|149933|2,22
420880|149907|0,00
420881|149556|0,00
420885|149907|0,00
420887|149684|0,00
420888|149907|0,00
420889|149780|0,00
420890|149907|0,00
420891|149907|0,00
420892|150760|3,89
420893|149907|0,00
420894|149907|0,00
420896|149907|0,00
420897|149907|0,00
420898|149907|0,00
420902|149907|0,00
420903|149907|0,00
420904|149907|0,00
420905|149907|0,00
420907|149907|0,00
420908|149862|0,00
420910|149907|0,00
420913|149907|0,00
420914|149907|0,00
420917|149907|0,00
420918|149907|0,00
420919|149556|0,00
420920|149822|0,00
420922|149556|0,00
420923|149907|0,00
420924|149907|0,00
420925|149907|0,00
420926|149780|0,00
420927|149933|1,48
420928|149907|0,00
420929|149641|0,00
420930|150413|0,85
420931|149907|0,00
420932|151038|2,12
420935|149907|0,00
420937|149907|0,00
420940|149862|0,00
420941|149862|0,00
420944|149907|0,00
420945|149907|0,00
420947|149907|0,00
420948|149907|0,00
420949|149907|0,00
420950|149907|0,00
420953|149822|0,00
420954|149610|0,00
420955|149907|0,00
420956|149907|0,00
420957|149907|0,00
420958|149907|0,00
420959|149741|0,00
420960|149862|0,00
420962|149741|0,00
420963|149907|0,00
420964|151630|1,24
420965|149907|0,00
420966|149907|0,00
420967|150352|2,52
420968|149907|0,00
420970|149862|0,00
420971|149907|0,00
420972|149907|0,00
420973|149741|0,00
420974|149907|0,00
420975|149641|0,00
420976|149610|0,00
420978|149741|0,00
420979|149907|0,00
420980|149862|0,00
420981|149933|2,22
420982|149907|0,00
420983|149907|0,00
420984|149641|0,00
420985|149907|0,00
420986|149907|0,00
420987|149907|0,00
420988|149907|0,00
420989|149907|0,00
420990|149907|0,00
420991|149822|0,00
420992|149741|0,00
420993|149907|0,00
420994|149610|0,00
420997|149641|0,00
420998|149907|0,00
420999|149907|0,00
421000|149862|0,00
421001|149907|0,00
421002|149954|0,00
421004|153650|2,02
421005|149907|0,00
421006|149780|0,00
421007|149862|0,00
421008|149907|0,00
421010|154760|99,82
421011|149907|0,00
421013|149588|0,00
421014|149933|6,68
421015|149933|1,48
421016|149907|0,00
421018|149907|0,00
421019|149907|0,00
421020|149862|0,00
421021|154702|2,45
421023|149907|0,00
421024|149907|0,00
421026|149907|0,00
421028|149907|0,00
421029|149907|0,00
421030|149907|0,00
421031|151186|1,18
421032|149907|0,00
421033|149907|0,00
421034|149933|0,00
421035|150329|0,00
421036|149907|0,00
421037|149907|0,00
421038|149907|0,00
421040|149992|9,03
421041|149556|0,00
421042|149907|0,00
421043|149907|0,00
421044|151041|1,13
421045|149588|0,00
421046|149822|0,00
421047|149907|0,00
421048|149907|0,00
421049|149907|0,00
421050|149907|0,00
421051|149907|0,00
421052|149907|0,00
421053|149741|0,00
421054|149588|0,00
421056|149741|0,00
421057|149907|0,00
421058|149907|0,00
421059|149610|0,00
421060|149907|0,00
421062|149641|0,00
421064|149556|0,00
421065|149933|7,42
421067|149907|0,00
421069|149907|0,00
421071|152592|1,51
421073|149907|0,00
421075|150116|1,54
421246|149907|0,00
421248|149862|0,00
421249|149684|0,00
421250|149907|0,00
421251|149907|0,00
421252|149862|0,00
421253|149907|0,00
421254|149907|0,00
421255|149907|0,00
421256|149780|0,00
421257|149741|0,00
421258|149862|0,00
421259|149907|0,00
421260|149684|0,00
421261|149862|0,00
421262|149907|0,00
421263|149907|0,00
421264|149907|0,00
421265|149907|0,00
421266|149907|0,00
421267|149907|0,00
421268|149907|0,00
421269|149588|0,00
421270|149862|0,00
421271|149907|0,00
421272|149822|0,00
421273|149992|112,50
421274|149780|0,00
421275|149907|0,00
421276|149610|0,00
421277|149780|0,00
421278|149588|0,00
421279|149556|0,00
421280|149862|0,00
421281|149741|0,00
421282|149907|0,00
421283|149907|0,00
421284|149862|0,00
421285|149741|0,00
421286|149907|0,00
421287|149588|0,00
421288|149907|0,00
421289|149862|0,00
421290|149862|0,00
421291|149943|33,49
421292|149822|0,00
421293|149822|0,00
421294|149862|0,00
421295|149610|0,00
421296|149822|0,00
421297|149556|0,00
421298|149907|0,00
421299|149741|0,00
421300|149907|0,00
421301|149862|0,00
421302|149907|0,00
421303|149907|0,00
421304|149933|36,47
421305|149822|0,00
421306|149907|0,00
421307|149822|0,00
421308|149741|0,00
421309|149862|0,00
421310|149556|0,00
421311|149907|0,00
421312|149588|0,00
421313|149907|0,00
421314|149741|0,00
421315|149741|0,00
421316|149556|0,00
421317|149862|0,00
421318|149862|0,00
421319|149780|0,00
421320|149684|0,00
421321|149610|0,00
421322|149610|0,00
421323|149741|0,00
421324|149907|0,00
421325|150216|50,49
421326|149862|0,00
421327|149822|0,00
421328|149822|0,00
421329|149907|0,00
421330|149907|0,00
421331|149684|0,00
421332|149853|0,00
421333|149862|0,00
421334|149780|0,00
421335|149907|0,00
421336|149907|0,00
421337|149684|0,00
421338|149780|0,00
421339|149641|0,00
421340|149907|0,00
421341|149610|0,00
421342|149822|0,00
421343|149907|0,00
421345|149907|0,00
421346|149641|0,00
421347|149641|0,00
421348|149556|0,00
421349|149741|0,00
421350|149862|0,00
421351|149907|0,00
421352|149907|0,00
421353|149907|0,00
421354|149780|0,00
421355|149641|0,00
421356|149907|0,00
421357|149556|0,00
421358|149907|0,00
421359|149907|0,00
421360|149822|0,00
421361|149907|0,00
421363|149853|0,00
421364|149907|0,00
421365|149907|0,00
421366|149907|0,00
421368|149907|0,00
421369|149610|0,00
421370|149907|0,00
421371|149853|0,00
421372|149907|0,00
421373|149862|0,00
421374|149741|0,00
421375|149684|0,00
421376|149684|0,00
421377|149822|0,00
421378|149907|0,00
421379|149907|0,00
421380|149822|0,00
421381|149780|0,00
421383|149853|0,00
421384|149907|0,00
421385|149610|0,00
421386|149907|0,00
421387|149907|0,00
421388|149907|0,00
421389|149907|0,00
421390|149907|0,00
421391|149822|0,00
421392|149862|0,00
421393|149741|0,00
421394|149822|0,00
421395|149907|0,00
421396|149907|0,00
421397|149907|0,00
421398|149992|4,43
421399|149933|21,15
421400|149875|0,00
421401|151038|83,86
421402|149741|0,00
421403|149684|0,00
421404|149907|0,00
421405|149907|0,00
421406|149907|0,00
421407|149610|0,00
421408|149907|0,00
421409|149907|0,00
421410|153429|10,49
421411|149641|0,00
421412|149741|0,00
421413|149684|0,00
421414|149741|0,00
421415|149862|0,00
421416|149780|0,00
421417|149907|0,00
421418|149907|0,00
421419|149822|0,00
421420|149907|0,00
421421|149610|0,00
421422|149641|0,00
421423|149822|0,00
421424|149907|0,00
421425|149907|0,00
421426|149780|0,00
421427|149862|0,00
421428|150478|0,86
421429|149907|0,00
421430|149907|0,00
421431|149862|0,00
421432|149822|0,00
421433|149907|0,00
421434|149907|0,00
421435|149907|0,00
421436|149907|0,00
421437|149684|0,00
421438|149853|0,00
421439|150169|5,37
421440|149862|0,00
421441|149933|70,04
421442|149780|0,00
421443|149907|0,00
421444|149610|0,00
421445|149822|0,00
421446|149992|0,73
421447|149610|0,00
421448|149822|0,00
421449|149780|0,00
421450|149907|0,00
421451|149907|0,00
421452|149556|0,00
421453|149684|0,00
421454|149556|0,00
421455|149907|0,00
421456|150116|6,06
421457|149684|0,00
421458|149822|0,00
421459|149684|0,00
421460|149907|0,00
421461|149556|0,00
421462|149907|0,00
421463|149907|0,00
421464|149907|0,00
421465|149907|0,00
421466|149741|0,00
421468|149907|0,00
421469|149862|0,00
421470|149822|0,00
421472|149907|0,00
421473|149907|0,00
421474|149741|0,00
421475|149907|0,00
421476|149862|0,00
421477|149907|0,00
421478|149907|0,00
421479|149907|0,00
421480|149684|0,00
421481|149862|0,00
421482|149907|0,00
421483|149907|0,00
421484|149907|0,00
421485|149862|0,00
421486|149741|0,00
421487|149907|0,00
421488|149907|0,00
421489|149907|0,00
421490|149907|0,00
421491|149907|0,00
421492|149862|0,00
421493|149822|0,00
421494|149780|0,00
421495|149907|0,00
421496|149610|0,00
421497|149862|0,00
421498|149741|0,00
421499|149684|0,00
421500|149610|0,00
421501|149907|0,00
421502|150169|1,53
421503|149907|0,00
421505|149684|0,00
421506|149907|0,00
421507|149907|0,00
421508|149907|0,00
421509|149741|0,00
421510|149907|0,00
421511|149862|0,00
421512|149741|0,00
421513|149907|0,00
421514|149822|0,00
421515|149907|0,00
421516|149684|0,00
421517|149907|0,00
421518|149862|0,00
421519|149862|0,00
421520|149741|0,00
421521|149862|0,00
421522|149610|0,00
421523|149907|0,00
421524|149588|0,00
421525|149907|0,00
421526|149862|0,00
421527|149907|0,00
421528|149862|0,00
421529|149741|0,00
421530|149907|0,00
421531|149907|0,00
421532|149907|0,00
421533|149741|0,00
421534|149907|0,00
421535|149907|0,00
421536|152697|1,52
421540|149907|0,00
421544|150973|0,00
421545|150786|0,00
421546|150973|0,00
421547|150973|0,00
421548|150872|0,00
421549|154626|2,04
421550|150916|0,00
421551|150973|0,00
421552|150872|0,00
421553|150993|75,13
421554|150973|0,00
421555|150973|0,00
421556|150916|0,00
421557|150632|0,00
421558|150973|0,00
421559|150973|0,00
421561|150916|0,00
421562|150916|0,00
421563|150973|0,00
421564|150973|0,00
421565|151038|61,13
421566|150973|0,00
421567|150973|0,00
421568|150916|0,00
421569|150973|0,00
421570|150916|0,00
421571|150872|0,00
421572|150916|0,00
421573|150973|0,00
421574|150916|0,00
421575|150973|0,00
421576|150760|0,00
421577|150632|0,00
421578|150973|0,00
421579|150786|0,00
421580|150916|0,00
421581|150973|0,00
421582|150973|0,00
421583|150973|0,00
421584|150916|0,00
421585|150916|0,00
421587|150973|0,00
421588|150973|0,00
421589|150973|0,00
421590|150973|0,00
421591|150973|0,00
421592|150916|0,00
421593|150973|0,00
421594|150973|0,00
421595|150916|0,00
421596|150973|0,00
421597|150632|0,00
421598|150916|0,00
421599|150973|0,00
421600|150574|0,00
421601|150973|0,00
421603|150973|0,00
421604|150760|0,00
421605|150602|0,00
421606|150872|0,00
421607|150973|0,00
421608|155282|2,13
421609|150973|0,00
421610|150872|0,00
421611|150916|0,00
421612|150872|0,00
421613|150973|0,00
421614|150973|0,00
421615|150973|0,00
421616|150973|0,00
421617|150973|0,00
421618|150973|0,00
421619|150973|0,00
421620|150760|0,00
421621|150916|0,00
421622|150916|0,00
421623|150973|0,00
421624|150973|0,00
421626|150807|0,00
421627|150973|0,00
421628|150703|0,00
421630|150973|0,00
421631|150973|0,00
421632|150916|0,00
421633|150872|0,00
421634|150973|0,00
421635|150807|0,00
421636|150973|0,00
421637|150872|0,00
421638|150973|0,00
421639|150973|0,00
421640|150973|0,00
421641|150703|0,00
421642|150973|0,00
421643|150574|0,00
421644|150973|0,00
421645|151038|16,13
421646|150786|0,00
421647|150916|0,00
421648|150786|0,00
421649|150973|0,00
421650|150973|0,00
421651|150973|0,00
421652|150872|0,00
421653|150872|0,00
421654|150973|0,00
421655|150916|0,00
421656|150973|0,00
421657|150872|0,00
421658|150973|0,00
421659|150973|0,00
421660|150973|0,00
421661|150973|0,00
421662|150872|0,00
421663|150872|0,00
421664|150973|0,00
421665|151038|13.888,73
421666|150973|0,00
421667|150916|0,00
421668|150973|0,00
421669|150973|0,00
421670|150786|0,00
421671|150973|0,00
421672|150973|0,00
421673|150973|0,00
421674|150973|0,00
421675|150973|0,00
421676|150973|0,00
421677|150973|0,00
421678|150973|0,00
421679|150973|0,00
421680|150973|0,00
421681|150973|0,00
421683|150916|0,00
421684|150973|0,00
421685|151038|269,36
421686|150973|0,00
421687|150973|0,00
421688|150916|0,00
421689|150973|0,00
421690|150973|0,00
421691|150973|0,00
421692|150973|0,00
421693|150973|0,00
421694|150973|0,00
421695|150973|0,00
421696|150973|0,00
421697|150916|0,00
421699|150973|0,00
421700|150632|0,00
421701|150602|0,00
421702|150973|0,00
421704|150872|0,00
421705|150632|0,00
421706|150973|0,00
421707|150916|0,00
421708|150916|0,00
421709|150973|0,00
421710|150760|0,00
421711|150872|0,00
421712|150872|0,00
421713|150973|0,00
421714|150872|0,00
421715|150872|0,00
421716|150973|0,00
421717|150760|0,00
421718|150786|0,00
421719|150602|0,00
421720|150872|0,00
421721|150973|0,00
421722|150973|0,00
421723|150916|0,00
421724|150872|0,00
421725|150973|0,00
421726|150916|0,00
421727|150632|0,00
421728|150760|0,00
421729|150916|0,00
421730|150993|4,85
421731|150916|0,00
421734|150872|0,00
421735|150973|0,00
421736|150973|0,00
421737|150973|0,00
421738|150916|0,00
421739|150602|0,00
421740|150973|0,00
421741|153429|0,11
421742|150916|0,00
421743|150973|0,00
421744|150973|0,00
421745|151314|82,34
421746|150916|0,00
421747|150973|0,00
421748|150973|0,00
421749|150973|0,00
421750|150973|0,00
421751|150872|0,00
421752|151806|0,97
421753|150703|0,00
421754|150973|0,00
421755|150760|0,00
421756|150973|0,00
421757|150574|0,00
421758|150973|0,00
421759|151451|1,68
421760|150973|0,00
421761|150973|0,00
421762|150973|0,00
421763|150973|0,00
421764|150916|0,00
421765|150973|0,00
421766|150916|0,00
421767|150510|0,00
421768|150973|0,00
421769|150916|0,00
421770|150973|0,00
421771|150916|0,00
421772|150973|0,00
421773|150973|0,00
421774|150973|0,00
421775|150632|0,00
421776|150973|0,00
421777|150916|0,00
421778|150973|0,00
421779|150786|0,00
421780|150973|0,00
421781|152004|1,01
421782|150916|0,00
421783|150703|0,00
421784|150973|0,00
421785|150973|0,00
421786|150973|0,00
421787|150973|0,00
421788|150760|0,00
421789|150973|0,00
421792|150973|0,00
421793|150973|0,00
421794|150973|0,00
421795|150973|0,00
421796|150872|0,00
421797|150872|0,00
421798|150916|0,00
421799|150973|0,00
421800|150916|0,00
421801|150786|0,00
421802|150973|0,00
421803|150973|0,00
421804|150973|0,00
421805|150872|0,00
421806|150807|0,00
421807|150872|0,00
421809|150760|0,00
421810|150760|0,00
421811|150973|0,00
421812|150973|0,00
421813|150549|0,00
421814|150549|0,00
421815|150549|0,00
421816|150549|0,00
421817|150916|0,00
421818|150703|0,00
421819|150872|0,00
421820|150786|0,00
421821|150973|0,00
421822|150916|0,00
421823|150916|0,00
421824|150916|0,00
421825|150973|0,00
421826|150973|0,00
421827|150703|0,00
421828|150916|0,00
421829|150632|0,00
421830|150973|0,00
421831|150973|0,00
421832|150872|0,00
421833|150973|0,00
421834|150973|0,00
421835|150916|0,00
421836|150807|0,00
421837|150973|0,00
421838|150973|0,00
421839|150973|0,00
421840|150574|0,00
421841|150973|0,00
421842|150973|0,00
421843|150973|0,00
421844|150973|0,00
421845|150786|0,00
421846|150916|0,00
421847|150807|0,00
421848|150786|0,00
421849|150916|0,00
421850|150973|0,00
421851|150973|0,00
421852|150973|0,00
421853|150916|0,00
421854|150916|0,00
421855|150872|0,00
421857|150973|0,00
421858|150807|0,00
421859|150872|0,00
421860|150973|0,00
421861|151380|1,66
421862|150872|0,00
421863|150973|0,00
421864|150973|0,00
421865|150872|0,00
421866|150872|0,00
421867|150973|0,00
421868|150973|0,00
421869|150916|0,00
421870|150872|0,00
421871|150973|0,00
421872|150872|0,00
421873|150872|0,00
421875|150973|0,00
421876|150973|0,00
421877|150549|0,00
421878|150549|0,00
421880|150973|0,00
421881|151172|17,05
421882|150872|0,00
421883|150973|0,00
421884|150973|0,00
421885|150916|0,00
421886|150973|0,00
421887|150973|0,00
421888|150973|0,00
421889|150549|0,00
421890|150973|0,00
421891|150872|0,00
421892|150916|0,00
421893|150973|0,00
421894|150760|0,00
421895|150973|0,00
421896|150973|0,00
421897|150973|0,00
421898|150973|0,00
421901|150916|0,00
421902|150973|0,00
421903|150786|0,00
421904|150916|0,00
421905|150786|0,00
421906|150760|0,00
421907|150916|0,00
421908|150973|0,00
421909|150872|0,00
421910|150872|0,00
421911|150786|0,00
421912|150973|0,00
421913|150973|0,00
421914|150973|0,00
421915|150973|0,00
421916|150760|0,00
421917|150872|0,00
421918|150807|0,00
421919|150632|0,00
421920|150973|0,00
421921|150760|0,00
421922|150807|0,00
421923|150973|0,00
421925|150973|0,00
421926|150872|0,00
421927|150973|0,00
421928|150872|0,00
421929|150703|0,00
421930|150973|0,00
421931|150807|0,00
421932|150973|0,00
421933|150973|0,00
421934|150872|0,00
421935|150973|0,00
421936|150760|0,00
421937|150973|0,00
421938|150973|0,00
421939|150916|0,00
421940|150632|0,00
421941|150760|0,00
421942|150916|0,00
421943|150973|0,00
421944|150872|0,00
421945|150602|0,00
421946|150786|0,00
421947|150973|0,00
421948|150973|0,00
421949|150916|0,00
421950|150973|0,00
421951|150973|0,00
421952|150973|0,00
421953|150973|0,00
421954|150973|0,00
421955|150786|0,00
421956|150916|0,00
421957|150807|0,00
421958|150703|0,00
421959|150916|0,00
421960|150973|0,00
421961|151086|0,00
421962|150916|0,00
421963|150973|0,00
421964|150973|0,00
421965|150916|0,00
421966|150973|0,00
421967|150916|0,00
421968|150786|0,00
421969|150973|0,00
421970|150872|0,00
421971|150973|0,00
421972|150973|0,00
421973|150973|0,00
421974|150973|0,00
421975|150973|0,00
421976|150549|0,00
421977|150973|0,00
421978|150916|0,00
421979|150973|0,00
421980|150973|0,00
421981|150916|0,00
421982|150973|0,00
421983|150973|0,00
421984|150872|0,00
421985|150973|0,00
421987|150872|0,00
421989|150973|0,00
421990|151314|12,12
421991|150973|0,00
421992|150993|2,89
421994|150993|3,61
421995|150973|0,00
421996|150973|0,00
421997|150602|0,00
421999|150973|0,00
422000|150872|0,00
422001|150916|0,00
422002|150973|0,00
422003|152049|4,17
422004|150973|0,00
422005|150916|0,00
422006|150872|0,00
422007|150973|0,00
422008|150973|0,00
422009|150973|0,00
422011|150973|0,00
422013|150973|0,00
422014|150973|0,00
422015|150973|0,00
422016|150973|0,00
422017|150786|0,00
422018|150478|0,00
422019|150973|0,00
422020|150973|0,00
422021|150973|0,00
422022|150807|0,00
422023|150916|0,00
422024|150872|0,00
422025|150973|0,00
422026|151038|4,39
422027|150973|0,00
422028|150872|0,00
422029|150703|0,00
422030|150973|0,00
422031|150916|0,00
422032|150916|0,00
422033|150549|0,00
422034|150973|0,00
422035|150973|0,00
422036|150807|0,00
422037|150549|0,00
422038|154192|227,21
422039|150973|0,00
422040|150786|0,00
422041|150973|0,00
422042|150973|0,00
422043|150973|0,00
422044|150973|0,00
422045|150973|0,00
422046|151965|1,00
422047|150916|0,00
422048|150973|0,00
422049|150760|0,00
422050|150973|0,00
422051|150973|0,00
422052|150973|0,00
422053|150973|0,00
422054|150632|0,00
422055|150872|0,00
422056|150807|0,00
422057|150916|0,00
422058|150973|0,00
422059|150973|0,00
422060|150973|0,00
422061|150973|0,00
422062|150549|0,00
422063|150786|0,00
422064|150786|0,00
422065|150973|0,00
