ID|NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||        -304.162,45|202406
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -4.574,57|202406
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202406
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|            -760,00|202406
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202406
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202406
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202406
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -875,30|202406
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202406
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -2.909,23|202406
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202406
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|         -15.444,67|202406
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202406
100|Resultado operacional|||||      -4.019.357,36|202406
101|Resultado de equivalência patrimonial|||||                  0|202406
102|Resultado não operacional|||||                  0|202406
103|Receitas financeiras|||||       3.542.741,02|202406
104|Despesas financeiras|||||        -779.932,97|202406
105|Resultado financeiro|||||       2.762.808,05|202406
106|Superávit do exercício|||||      -1.256.549,31|202406
1|Receita Bruta|||||      19.800.235,54|202407
2|Tributos|ISS||||        -983.135,66|202407
3|Tributos|COFINS||||      -1.494.366,58|202407
4|Receita operacional líquida|||||      17.322.733,30|202407
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202407
6|Custos dos serviços prestados|Consultas|SISEG|||        -206.923,27|202407
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.247.563,40|202407
8|Custos dos serviços prestados|Outros custos||||                  0|202407
9|Margem bruta|||||      11.868.246,63|202407
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -7.530,58|202407
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -72.350,00|202407
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -1.858.936,49|202407
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -256.513,02|202407
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202407
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -747.461,99|202407
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -184.915,57|202407
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202407
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||        -177.424,33|202407
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||         -17.119,95|202407
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||        -384.440,02|202407
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||         -83.380,90|202407
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202407
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||         -12.840,96|202407
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.146,07|202407
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -478.534,59|202407
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202407
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -33.580,08|202407
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.330,50|202407
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -43.818,98|202407
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -176.421,72|202407
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -153.074,27|202407
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -13.235,08|202407
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202407
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202407
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.839,54|202407
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202407
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.357,73|202407
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202407
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.368,65|202407
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|         -67.470,00|202407
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -89.761,96|202407
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|          -2.869,07|202407
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -50.427,99|202407
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -685.001,23|202407
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|            -867,74|202407
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|         -16.921,86|202407
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -211.959,26|202407
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -15.861,75|202407
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -26.991,23|202407
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.857,32|202407
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -112,49|202407
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -2.341.010,80|202407
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||      -1.175.657,14|202407
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202407
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -111.533,38|202407
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.213.000,07|202407
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -157.274,30|202407
58|Despesas operacionais|Eventos|Eventos|||      -2.419.461,29|202407
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202407
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202407
61|Despesas operacionais|Localização|Serviços de limpeza|||         -34.098,81|202407
62|Despesas operacionais|Localização|Condomínio|||        -152.073,52|202407
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -7.323,50|202407
64|Despesas operacionais|Localização|Outras|||         -40.501,87|202407
65|Despesas operacionais|Localização|Energia elétrica|||         -42.748,41|202407
66|Despesas operacionais|Localização|Aluguel|||         -22.705,00|202407
67|Despesas operacionais|Localização|Depreciação e amortização|||        -300.396,42|202407
68|Despesas operacionais|Marketing|Comunicação institucional|||         -90.000,00|202407
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202407
70|Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.057.419,98|202407
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202407
72|Despesas operacionais|Representação institucional|Viagens|||        -388.997,87|202407
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202407
74|Despesas operacionais|Representação institucional|Representação Social|||         -26.654,07|202407
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202407
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202407
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -3.014,31|202407
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202407
79|Despesas operacionais|Outras despesas|Material de expediente|||         -27.654,97|202407
80|Despesas operacionais|Outras despesas|Comunicação|||         -39.307,45|202407
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202407
82|Despesas operacionais|Outras despesas|Veículos|||          -5.448,52|202407
83|Despesas operacionais|Outras despesas|Crédito COFINS|||         204.043,17|202407
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||         -80.651,84|202407
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -25.067,18|202407
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||             701,66|202407
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||        -273.049,29|202407
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -2.928,24|202407
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|            -159,99|202407
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|            -210,00|202407
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|          -1.674,93|202407
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202407
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -3.139,01|202407
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -156,50|202407
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|          -3.602,71|202407
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -36.721,89|202407
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202407
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -3.422,24|202407
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202407
100|Resultado operacional|||||      -4.006.796,96|202407
101|Resultado de equivalência patrimonial|||||                  0|202407
102|Resultado não operacional|||||                  0|202407
103|Receitas financeiras|||||       4.374.625,71|202407
104|Despesas financeiras|||||      -1.015.885,42|202407
105|Resultado financeiro|||||       3.358.740,29|202407
106|Superávit do exercício|||||        -648.056,67|202407
1|Receita Bruta|||||      19.513.970,12|202408
2|Tributos|ISS||||        -975.680,12|202408
3|Tributos|COFINS||||      -1.483.062,80|202408
4|Receita operacional líquida|||||      17.055.227,20|202408
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202408
6|Custos dos serviços prestados|Consultas|SISEG|||        -188.517,21|202408
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.324.083,86|202408
8|Custos dos serviços prestados|Outros custos||||                  0|202408
9|Margem bruta|||||      11.542.626,13|202408
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -7.261,63|202408
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -39.254,05|202408
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.035.272,89|202408
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -270.165,55|202408
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202408
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||         -31.878,04|202408
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -199.351,35|202408
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202408
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||        -209.076,81|202408
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||         -27.629,81|202408
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||        -327.172,97|202408
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||         -93.179,51|202408
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202408
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||         -14.521,09|202408
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -71.632,41|202408
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -485.235,72|202408
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202408
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -36.094,67|202408
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -56.764,97|202408
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -43.243,13|202408
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -180.323,16|202408
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -155.973,35|202408
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -13.294,43|202408
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202408
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202408
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|          -9.797,04|202408
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202408
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.428,82|202408
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202408
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -2.327,21|202408
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|           1.744,00|202408
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -89.718,86|202408
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -28.095,18|202408
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -54.537,63|202408
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -538.984,95|202408
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -8.781,58|202408
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|         -22.786,74|202408
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -162.817,54|202408
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -17.091,83|202408
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -21.281,94|202408
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.994,31|202408
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|          -1.101,73|202408
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -1.141.800,12|202408
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -795.630,13|202408
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202408
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -146.724,10|202408
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.062.406,10|202408
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -146.360,15|202408
58|Despesas operacionais|Eventos|Eventos|||        -131.184,09|202408
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202408
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202408
61|Despesas operacionais|Localização|Serviços de limpeza|||         -27.172,85|202408
62|Despesas operacionais|Localização|Condomínio|||        -160.269,17|202408
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.450,00|202408
64|Despesas operacionais|Localização|Outras|||         -44.525,58|202408
65|Despesas operacionais|Localização|Energia elétrica|||         -38.696,85|202408
66|Despesas operacionais|Localização|Aluguel|||          -1.557,00|202408
67|Despesas operacionais|Localização|Depreciação e amortização|||        -300.468,40|202408
68|Despesas operacionais|Marketing|Comunicação institucional|||         -90.000,00|202408
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202408
70|Despesas operacionais|Marketing|Propaganda e divulgação|||        -816.528,97|202408
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202408
72|Despesas operacionais|Representação institucional|Viagens|||        -482.075,41|202408
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202408
74|Despesas operacionais|Representação institucional|Representação Social|||         -47.749,73|202408
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202408
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202408
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.654,31|202408
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202408
79|Despesas operacionais|Outras despesas|Material de expediente|||         -41.839,47|202408
80|Despesas operacionais|Outras despesas|Comunicação|||         -35.611,83|202408
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202408
82|Despesas operacionais|Outras despesas|Veículos|||          -9.490,60|202408
83|Despesas operacionais|Outras despesas|Crédito COFINS|||          36.431,42|202408
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||          -2.244,80|202408
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -25.067,18|202408
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||             178,46|202408
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||         -87.508,54|202408
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -3.119,23|202408
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202408
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202408
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202408
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202408
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202408
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|          -1.547,67|202408
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202408
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|        -142.427,91|202408
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202408
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.263,29|202408
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202408
100|Resultado operacional|||||         509.535,63|202408
101|Resultado de equivalência patrimonial|||||                  0|202408
102|Resultado não operacional|||||          -4.654,05|202408
103|Receitas financeiras|||||       4.061.085,44|202408
104|Despesas financeiras|||||      -1.257.589,92|202408
105|Resultado financeiro|||||       2.803.495,52|202408
106|Superávit do exercício|||||       3.308.377,10|202408
1|Receita Bruta|||||      18.702.574,10|202409
2|Tributos|ISS||||        -935.119,27|202409
3|Tributos|COFINS||||      -1.421.390,27|202409
4|Receita operacional líquida|||||      16.346.064,56|202409
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202409
6|Custos dos serviços prestados|Consultas|SISEG|||        -166.081,72|202409
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.045.520,89|202409
8|Custos dos serviços prestados|Outros custos||||                  0|202409
9|Margem bruta|||||      11.134.461,95|202409
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -6.992,68|202409
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -54.627,27|202409
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -1.974.668,76|202409
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -228.074,18|202409
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202409
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||         -12.198,26|202409
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -179.125,04|202409
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202409
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||         -12.623,04|202409
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||          -1.400,33|202409
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||         -28.809,09|202409
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202409
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202409
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||          -1.052,75|202409
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -71.300,25|202409
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -481.719,89|202409
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -1.127,52|202409
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -39.737,78|202409
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -45.857,02|202409
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -41.324,45|202409
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -183.004,46|202409
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -163.633,79|202409
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -13.390,24|202409
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202409
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202409
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|          -9.382,04|202409
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202409
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -3.769,77|202409
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|            -152,00|202409
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.437,84|202409
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|            -568,00|202409
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -84.043,08|202409
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -44.276,40|202409
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -45.945,21|202409
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -522.363,40|202409
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -163.139,65|202409
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|         -13.858,29|202409
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -14.396,56|202409
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|          -1.534,80|202409
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|          -1.736,34|202409
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -20.495,07|202409
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.792,14|202409
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -1.527.584,39|202409
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -700.517,68|202409
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202409
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -294.252,65|202409
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.112.544,44|202409
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -145.166,72|202409
58|Despesas operacionais|Eventos|Eventos|||        -394.294,17|202409
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202409
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202409
61|Despesas operacionais|Localização|Serviços de limpeza|||         -30.094,40|202409
62|Despesas operacionais|Localização|Condomínio|||        -146.492,77|202409
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||         -11.370,00|202409
64|Despesas operacionais|Localização|Outras|||         -46.314,41|202409
65|Despesas operacionais|Localização|Energia elétrica|||         -44.743,20|202409
66|Despesas operacionais|Localização|Aluguel|||          -1.350,00|202409
67|Despesas operacionais|Localização|Depreciação e amortização|||        -301.203,30|202409
68|Despesas operacionais|Marketing|Comunicação institucional|||         -90.000,00|202409
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202409
70|Despesas operacionais|Marketing|Propaganda e divulgação|||      -2.036.815,41|202409
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202409
72|Despesas operacionais|Representação institucional|Viagens|||        -653.397,85|202409
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202409
74|Despesas operacionais|Representação institucional|Representação Social|||         -28.591,84|202409
