ID|NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
106|Superávit do exercício|||||            -360,00|202506
1|Receita Bruta|||||                  0|202507
2|Tributos|ISS||||                  0|202507
3|Tributos|COFINS||||                  0|202507
4|Receita operacional líquida|||||                  0|202507
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202507
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202507
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202507
8|Custos dos serviços prestados|Outros custos||||                  0|202507
9|Margem bruta|||||                  0|202507
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202507
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202507
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202507
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202507
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202507
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202507
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||                  0|202507
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202507
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202507
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202507
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202507
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202507
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202507
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202507
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|                  0|202507
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|                  0|202507
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202507
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|                  0|202507
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202507
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|                  0|202507
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|                  0|202507
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|                  0|202507
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|                  0|202507
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202507
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202507
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|                  0|202507
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202507
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|                  0|202507
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202507
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|                  0|202507
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202507
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|                  0|202507
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|                  0|202507
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|                  0|202507
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|                  0|202507
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|                  0|202507
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202507
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|                  0|202507
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|                  0|202507
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|                  0|202507
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|                  0|202507
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|                  0|202507
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||                  0|202507
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||                  0|202507
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202507
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||                  0|202507
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||                  0|202507
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||                  0|202507
58|Despesas operacionais|Eventos|Eventos|||                  0|202507
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202507
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202507
61|Despesas operacionais|Localização|Serviços de limpeza|||                  0|202507
62|Despesas operacionais|Localização|Condomínio|||                  0|202507
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||                  0|202507
64|Despesas operacionais|Localização|Outras|||                  0|202507
65|Despesas operacionais|Localização|Energia elétrica|||                  0|202507
66|Despesas operacionais|Localização|Aluguel|||                  0|202507
67|Despesas operacionais|Localização|Depreciação e amortização|||                  0|202507
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202507
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202507
70|Despesas operacionais|Marketing|Propaganda e divulgação|||                  0|202507
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202507
72|Despesas operacionais|Representação institucional|Viagens|||                  0|202507
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202507
74|Despesas operacionais|Representação institucional|Representação Social|||                  0|202507
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202507
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202507
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||            -360,00|202507
78|Despesas operacionais|Doações e contribuições|Doacoes|||                  0|202507
79|Despesas operacionais|Outras despesas|Material de expediente|||                  0|202507
80|Despesas operacionais|Outras despesas|Comunicação|||                  0|202507
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202507
82|Despesas operacionais|Outras despesas|Veículos|||                  0|202507
83|Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202507
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202507
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202507
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202507
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202507
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202507
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202507
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202507
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202507
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202507
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202507
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202507
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202507
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|                  0|202507
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202507
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|                  0|202507
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202507
100|Resultado operacional|||||            -360,00|202507
101|Resultado de equivalência patrimonial|||||                  0|202507
102|Resultado não operacional|||||                  0|202507
103|Receitas financeiras|||||                  0|202507
104|Despesas financeiras|||||                  0|202507
105|Resultado financeiro|||||                  0|202507
106|Superávit do exercício|||||            -360,00|202507
1|Receita Bruta|||||                  0|202508
2|Tributos|ISS||||                  0|202508
3|Tributos|COFINS||||                  0|202508
4|Receita operacional líquida|||||                  0|202508
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202508
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202508
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202508
8|Custos dos serviços prestados|Outros custos||||                  0|202508
9|Margem bruta|||||                  0|202508
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202508
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202508
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202508
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202508
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202508
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202508
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||                  0|202508
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202508
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202508
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202508
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202508
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202508
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202508
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202508
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|                  0|202508
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|                  0|202508
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202508
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|                  0|202508
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202508
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|                  0|202508
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|                  0|202508
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|                  0|202508
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|                  0|202508
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202508
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202508
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|                  0|202508
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202508
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|                  0|202508
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202508
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|                  0|202508
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202508
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|                  0|202508
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|                  0|202508
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|                  0|202508
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|                  0|202508
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|                  0|202508
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202508
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|                  0|202508
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|                  0|202508
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|                  0|202508
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|                  0|202508
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|                  0|202508
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||                  0|202508
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||                  0|202508
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202508
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||                  0|202508
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||                  0|202508
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||                  0|202508
58|Despesas operacionais|Eventos|Eventos|||                  0|202508
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202508
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202508
61|Despesas operacionais|Localização|Serviços de limpeza|||                  0|202508
62|Despesas operacionais|Localização|Condomínio|||                  0|202508
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||                  0|202508
64|Despesas operacionais|Localização|Outras|||                  0|202508
65|Despesas operacionais|Localização|Energia elétrica|||                  0|202508
66|Despesas operacionais|Localização|Aluguel|||                  0|202508
67|Despesas operacionais|Localização|Depreciação e amortização|||                  0|202508
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202508
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202508
70|Despesas operacionais|Marketing|Propaganda e divulgação|||                  0|202508
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202508
72|Despesas operacionais|Representação institucional|Viagens|||                  0|202508
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202508
74|Despesas operacionais|Representação institucional|Representação Social|||                  0|202508
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202508
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202508
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||            -360,00|202508
78|Despesas operacionais|Doações e contribuições|Doacoes|||                  0|202508
79|Despesas operacionais|Outras despesas|Material de expediente|||                  0|202508
80|Despesas operacionais|Outras despesas|Comunicação|||                  0|202508
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202508
82|Despesas operacionais|Outras despesas|Veículos|||                  0|202508
83|Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202508
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202508
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202508
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202508
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202508
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202508
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202508
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202508
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202508
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202508
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202508
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202508
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202508
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|                  0|202508
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202508
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|                  0|202508
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202508
100|Resultado operacional|||||            -360,00|202508
101|Resultado de equivalência patrimonial|||||                  0|202508
102|Resultado não operacional|||||                  0|202508
103|Receitas financeiras|||||                  0|202508
104|Despesas financeiras|||||                  0|202508
105|Resultado financeiro|||||                  0|202508
106|Superávit do exercício|||||            -360,00|202508
1|Receita Bruta|||||                  0|202509
2|Tributos|ISS||||                  0|202509
3|Tributos|COFINS||||                  0|202509
4|Receita operacional líquida|||||                  0|202509
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202509
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202509
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202509
8|Custos dos serviços prestados|Outros custos||||                  0|202509
9|Margem bruta|||||                  0|202509
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202509
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202509
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202509
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202509
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202509
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202509
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||                  0|202509
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202509
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202509
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202509
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202509
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202509
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202509
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202509
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|                  0|202509
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|                  0|202509
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202509
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|                  0|202509
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202509
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|                  0|202509
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|                  0|202509
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|                  0|202509
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|                  0|202509
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202509
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202509
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|                  0|202509
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202509
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|                  0|202509
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202509
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|                  0|202509
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202509
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|                  0|202509
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|                  0|202509
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|                  0|202509
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|                  0|202509
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|                  0|202509
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202509
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|                  0|202509
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|                  0|202509
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|                  0|202509
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|                  0|202509
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|                  0|202509
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||                  0|202509
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||                  0|202509
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202509
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||                  0|202509
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||                  0|202509
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||                  0|202509
58|Despesas operacionais|Eventos|Eventos|||                  0|202509
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202509
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202509
61|Despesas operacionais|Localização|Serviços de limpeza|||                  0|202509
62|Despesas operacionais|Localização|Condomínio|||                  0|202509
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||                  0|202509
64|Despesas operacionais|Localização|Outras|||                  0|202509
65|Despesas operacionais|Localização|Energia elétrica|||                  0|202509
66|Despesas operacionais|Localização|Aluguel|||                  0|202509
67|Despesas operacionais|Localização|Depreciação e amortização|||                  0|202509
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202509
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202509
70|Despesas operacionais|Marketing|Propaganda e divulgação|||                  0|202509
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202509
72|Despesas operacionais|Representação institucional|Viagens|||                  0|202509
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202509
74|Despesas operacionais|Representação institucional|Representação Social|||                  0|202509
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202509
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202509
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||            -360,00|202509
78|Despesas operacionais|Doações e contribuições|Doacoes|||                  0|202509
79|Despesas operacionais|Outras despesas|Material de expediente|||                  0|202509
80|Despesas operacionais|Outras despesas|Comunicação|||                  0|202509
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202509
82|Despesas operacionais|Outras despesas|Veículos|||                  0|202509
83|Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202509
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202509
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202509
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202509
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202509
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202509
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202509
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202509
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202509
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202509
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202509
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202509
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202509
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|                  0|202509
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202509
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|                  0|202509
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202509
100|Resultado operacional|||||            -360,00|202509
101|Resultado de equivalência patrimonial|||||                  0|202509
102|Resultado não operacional|||||                  0|202509
103|Receitas financeiras|||||                  0|202509
104|Despesas financeiras|||||                  0|202509
105|Resultado financeiro|||||                  0|202509
106|Superávit do exercício|||||            -360,00|202509
1|Receita Bruta|||||                  0|202510
2|Tributos|ISS||||                  0|202510
3|Tributos|COFINS||||                  0|202510
4|Receita operacional líquida|||||                  0|202510
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202510
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202510
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202510
8|Custos dos serviços prestados|Outros custos||||                  0|202510
9|Margem bruta|||||                  0|202510
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202510
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202510
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202510
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202510
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202510
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202510
