NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202407
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202407
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202407
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202407
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -893.811,13|202407
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202407
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202407
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202407
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202407
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202407
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,26|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,84|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202407
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202407
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202407
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202407
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -973.272,41|202407
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202407
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202407
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202407
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -305.340,35|202407
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -38.167,52|202407
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202407
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202407
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -541.811,85|202407
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -510.444,57|202407
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202407
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -101.588,39|202407
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.511.673,00|202407
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -152.774,52|202407
Despesas operacionais|Eventos|Eventos|||        -242.642,10|202407
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202407
Despesas operacionais|Eventos|Outros eventos|||                  0|202407
Despesas operacionais|Localização|Outras|||          -4.422,30|202407
Despesas operacionais|Localização|Depreciação e amortização|||        -314.836,83|202407
Despesas operacionais|Localização|Aluguel|||                  0|202407
Despesas operacionais|Localização|Serviços de limpeza|||         -25.799,58|202407
Despesas operacionais|Localização|Condomínio|||        -154.218,82|202407
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202407
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.182,44|202407
Despesas operacionais|Marketing|Propaganda e divulgação|||        -661.645,40|202407
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202407
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202407
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202407
Despesas operacionais|Representação institucional|Viagens|||        -373.744,93|202407
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -40.176,00|202407
Despesas operacionais|Representação institucional|Representação Social|||         -55.438,23|202407
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -75.877,00|202407
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202407
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.528,00|202407
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202407
Despesas operacionais|Outras despesas|Comunicação|||         -44.990,91|202407
Despesas operacionais|Outras despesas|Convênios|||                  0|202407
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202407
Despesas operacionais|Outras despesas|Crédito COFINS|||          34.335,68|202407
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202407
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202407
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202407
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202407
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|          -8.334,00|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -5.353,88|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -21.354,10|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -29.222,71|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.000,00|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -4.100,00|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202407
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202407
Resultado operacional|||||      -1.007.420,41|202407
Resultado de equivalência patrimonial|||||                  0|202407
Resultado não operacional|||||                  0|202407
Receitas financeiras|||||       3.992.769,67|202407
Despesas financeiras|||||        -896.722,81|202407
Resultado financeiro|||||       3.096.046,86|202407
Superávit do exercício|||||       2.088.626,45|202407
Receita Bruta|||||      17.760.459,68|202408
Tributos|ISS||||        -885.522,98|202408
Tributos|COFINS||||      -1.349.794,95|202408
Receita operacional líquida|||||      15.525.141,75|202408
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.634.273,80|202408
Custos dos serviços prestados|Consultas|SISEG|||        -197.034,61|202408
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202408
Custos dos serviços prestados|Outros custos||||                  0|202408
Margem bruta|||||      10.693.833,34|202408
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202408
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202408
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202408
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202408
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202408
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202408
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202408
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202408
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202408
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202408
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202408
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202408
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202408
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,26|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,84|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202408
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202408
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202408
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202408
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -745.350,56|202408
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202408
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202408
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -233.835,47|202408
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202408
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -29.229,47|202408
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202408
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202408
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -614.122,71|202408
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -383.188,40|202408
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202408
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -152.774,52|202408
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.434.060,77|202408
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -96.788,39|202408
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202408
Despesas operacionais|Eventos|Eventos|||        -507.160,04|202408
Despesas operacionais|Eventos|Outros eventos|||                  0|202408
Despesas operacionais|Localização|Condomínio|||        -154.219,22|202408
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.182,44|202408
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202408
Despesas operacionais|Localização|Aluguel|||                  0|202408
Despesas operacionais|Localização|Depreciação e amortização|||        -312.782,08|202408
Despesas operacionais|Localização|Outras|||          -4.422,30|202408
Despesas operacionais|Localização|Serviços de limpeza|||         -26.955,58|202408
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202408
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202408
Despesas operacionais|Marketing|Propaganda e divulgação|||        -883.399,40|202408
Despesas operacionais|Representação institucional|Representação Social|||         -55.725,00|202408
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202408
Despesas operacionais|Representação institucional|Viagens|||        -527.592,03|202408
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -22.231,00|202408
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -19.290,00|202408
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.528,00|202408
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202408
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202408
Despesas operacionais|Outras despesas|Convênios|||                  0|202408
Despesas operacionais|Outras despesas|Comunicação|||         -44.880,91|202408
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202408
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202408
Despesas operacionais|Outras despesas|Crédito COFINS|||          33.818,68|202408
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202408
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202408
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202408
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -30.019,29|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.000,00|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -20.354,10|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -9.313,88|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|         -21.334,00|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -3.700,00|202408
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202408
Resultado operacional|||||        -458.722,17|202408
Resultado de equivalência patrimonial|||||                  0|202408
Resultado não operacional|||||                  0|202408
Receitas financeiras|||||       3.750.290,17|202408
Despesas financeiras|||||        -844.416,93|202408
Resultado financeiro|||||       2.905.873,24|202408
Superávit do exercício|||||       2.447.151,07|202408
Receita Bruta|||||      17.569.292,35|202409
Tributos|ISS||||        -878.287,51|202409
Tributos|COFINS||||      -1.338.797,05|202409
Receita operacional líquida|||||      15.352.207,79|202409
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.600.298,00|202409
Custos dos serviços prestados|Consultas|SISEG|||        -195.539,37|202409
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202409
Custos dos serviços prestados|Outros custos||||                  0|202409
Margem bruta|||||      10.556.370,42|202409
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202409
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202409
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202409
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202409
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202409
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202409
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202409
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202409
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202409
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202409
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202409
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202409
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202409
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,34|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,26|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,84|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202409
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202409
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -745.350,56|202409
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202409
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202409
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -233.835,47|202409
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202409
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202409
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202409
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202409
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -29.229,47|202409
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202409
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -579.402,80|202409
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -384.411,85|202409
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202409
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -157.774,52|202409
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.622.944,85|202409
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -91.588,40|202409
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202409
Despesas operacionais|Eventos|Eventos|||      -1.101.543,10|202409
Despesas operacionais|Eventos|Outros eventos|||                  0|202409
Despesas operacionais|Localização|Condomínio|||        -155.546,24|202409
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.182,44|202409
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202409
Despesas operacionais|Localização|Aluguel|||                  0|202409
Despesas operacionais|Localização|Depreciação e amortização|||        -312.305,08|202409
Despesas operacionais|Localização|Outras|||          -4.422,30|202409
Despesas operacionais|Localização|Serviços de limpeza|||         -32.935,58|202409
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202409
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202409
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.359.913,40|202409
Despesas operacionais|Representação institucional|Representação Social|||         -55.350,00|202409
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202409
Despesas operacionais|Representação institucional|Viagens|||        -477.200,00|202409
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -73.875,00|202409
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -26.018,00|202409
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.528,00|202409
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202409
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202409
Despesas operacionais|Outras despesas|Convênios|||         -20.400,00|202409
Despesas operacionais|Outras despesas|Comunicação|||         -44.996,91|202409
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202409
Despesas operacionais|Outras despesas|Veículos|||         -22.463,77|202409
Despesas operacionais|Outras despesas|Crédito COFINS|||          33.570,68|202409
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202409
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202409
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202409
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -29.222,71|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.050,00|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -20.454,10|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.753,88|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|          -8.334,00|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -3.700,00|202409
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202409
Resultado operacional|||||      -1.843.762,20|202409
Resultado de equivalência patrimonial|||||                  0|202409
Resultado não operacional|||||                  0|202409
Receitas financeiras|||||       3.596.096,95|202409
Despesas financeiras|||||        -810.284,67|202409
Resultado financeiro|||||       2.785.812,28|202409
Superávit do exercício|||||         942.050,08|202409
Receita Bruta|||||      19.210.129,95|202410
Tributos|ISS||||        -958.006,48|202410
Tributos|COFINS||||      -1.459.969,87|202410
Receita operacional líquida|||||      16.792.153,60|202410
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.083.253,66|202410
Custos dos serviços prestados|Consultas|SISEG|||        -228.658,82|202410
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202410
Custos dos serviços prestados|Outros custos||||                  0|202410
Margem bruta|||||      11.480.241,12|202410
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202410
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202410
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202410
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202410
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202410
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202410
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202410
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202410
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202410
