TITULO|CODIGOCLIENTE|CLIENTE|UF_CLIENTE|STATUSDOTITULO|EMPRESAEMITENTE|FILIAL|EMPRESARECEBEDORA|PEDIDOFATURAMENTO|TIPODETITULO|TIPODECOBRANCA|CONTADOFLUXODECAIXA|EMISSAO|VENCIMENTO|COMPETENCIA|CONTADEPAGAMENTO|NOMEBANCOPAGAMENTO|DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|PAGAMENTO|DATA_FLXCX|COD_CADU|VALOR_EMITIDO_UF|QTD|UF
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|430,77|13|DF
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|66,27|2|ES
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|298,22|9|GO
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|1.159,76|35|MA
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|33,14|1|MS
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|99,41|3|MT
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|33,14|1|PA
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|132,54|4|PB
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|795,26|24|PE
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|2.882,82|87|PR
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|11,01|2|RJ
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|530,17|16|RJ
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|33,14|1|RN
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|5,51|1|SC
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|2.054,43|62|SC
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|99,41|3|SE
262068|60701190000104|ITAU UNIBANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273442|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427141|156127|22/01/2025|23/01/2025|533|66,27|2|TO
262071|25606237000141|COOPERATIVA DE POUPANCA E CREDITO DO VAL|MG|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273445|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427144|156127|22/01/2025|23/01/2025|617|384,09|11|ES
262072|70937271000153|COOP DE C DOS PROF D AREA DA SAUDE E DE|MG|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273446|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427145|156127|22/01/2025|23/01/2025|641|35,63|1|ES
262072|70937271000153|COOP DE C DOS PROF D AREA DA SAUDE E DE|MG|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273446|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427145|156127|22/01/2025|23/01/2025|641|142,52|4|GO
262074|60850229000147|OMNI BANCO SA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273448|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427147|156127|22/01/2025|23/01/2025|676|139,67|4|MS
262075|80271455000180|BANCO RNX SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273449|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427148|156127|22/01/2025|23/01/2025|677|35,63|1|GO
262075|80271455000180|BANCO RNX SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273449|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427148|156127|22/01/2025|23/01/2025|677|213,78|6|PR
262075|80271455000180|BANCO RNX SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273449|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427148|156127|22/01/2025|23/01/2025|677|178,15|5|SC
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|71,26|2|AL
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|249,41|7|AM
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|249,41|7|BA
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|71,26|2|DF
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|320,67|9|ES
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|106,89|3|GO
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|391,93|11|MA
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|356,30|10|MS
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|320,67|9|MT
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|391,93|11|PA
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|178,15|5|PB
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|106,89|3|PE
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|35,63|1|PI
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|427,56|12|PR
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|748,23|21|RJ
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|71,26|2|RO
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|106,89|3|SC
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|35,63|1|SE
262080|87433413000148|PORTOBENS ADMINISTRADORA DE CONSORCIOS L|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273454|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427153|156127|22/01/2025|23/01/2025|708|35,63|1|TO
262082|5034322000175|ASSOCIACAO DE CREDITO CIDADAO DE RONDONI|RO|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273456|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427155|156127|22/01/2025|23/01/2025|723|249,41|7|RO
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|926,38|26|AC
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|534,45|15|AL
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|427,56|12|AM
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|35,63|1|AP
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|5.736,43|161|BA
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|427,56|12|DF
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|1.425,20|40|ES
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|2.529,73|71|GO
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|1.389,57|39|MA
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|106,89|3|MS
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|1.247,05|35|MT
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|1.140,16|32|PA
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|2.030,91|57|PB
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|3.384,85|95|PE
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|748,23|21|PI
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|178,15|5|PR
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|962,01|27|RJ
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|890,75|25|RN
262084|59395061000148|DISAL ADMINISTRADORA DE CONSORCIOS LTDA|SP|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273458|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427157|156127|22/01/2025|23/01/2025|728|498,82|14|RO
