Identificação;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente
1018;11/07/2019;08:37:33;12:23:10;13:38:23;17:27:23
1019;11/07/2019;08:59:11;12:31:58;13:14:51;17:03:25
1020;11/07/2019;08:39:46;12:06:04;13:26:11;17:20:05
1021;11/07/2019;08:00:56;12:15:38;13:09:02;17:31:15
1022;11/07/2019;08:15:12;12:46:05;13:37:50;17:57:44
1023;11/07/2019;08:52:19;12:00:10;13:14:28;17:33:12
1024;11/07/2019;08:28:06;12:06:33;13:54:54;17:22:25
1025;11/07/2019;08:42:49;12:09:05;13:28:08;17:46:21
1026;11/07/2019;08:49:35;12:03:22;13:01:10;17:26:52
1027;11/07/2019;08:23:54;12:44:46;13:03:22;17:20:22
1028;11/07/2019;08:57:29;12:26:43;13:31:54;17:24:02
1029;11/07/2019;08:58:34;12:49:48;13:10:32;17:05:15
1030;11/07/2019;08:48:28;12:06:57;13:11:50;17:39:59
1031;11/07/2019;08:07:16;12:24:18;13:00:27;17:28:43
1032;11/07/2019;08:43:27;12:47:04;13:12:39;17:51:06
1033;11/07/2019;08:56:45;12:09:56;13:07:13;17:36:28
1034;11/07/2019;08:56:36;12:33:16;13:41:14;17:50:45
1035;11/07/2019;08:32:32;12:54:17;13:09:54;17:28:12
1036;11/07/2019;08:26:29;12:53:54;13:20:36;17:04:41
1037;11/07/2019;08:06:22;12:33:19;13:33:39;17:00:18
1038;11/07/2019;08:04:35;12:03:22;13:01:07;17:27:35
1039;11/07/2019;08:44:26;12:30:58;13:55:44;17:45:47
1040;11/07/2019;08:56:16;12:00:24;13:19:45;17:57:24
1041;11/07/2019;08:57:29;12:36:55;13:07:32;17:54:59
1042;11/07/2019;08:44:01;12:28:26;13:52:10;17:39:25
1043;11/07/2019;08:21:11;12:37:53;13:58:45;17:28:05
1044;11/07/2019;08:53:26;12:14:07;13:54:42;17:25:08
1045;11/07/2019;08:02:48;12:17:50;13:50:29;17:22:28
1046;11/07/2019;08:03:50;12:41:47;13:18:16;17:44:41
1047;11/07/2019;08:35:23;12:15:34;13:00:08;17:28:01
1048;11/07/2019;08:08:55;12:18:47;13:17:17;17:33:16
1049;11/07/2019;08:20:38;12:00:51;13:43:12;17:15:05
1050;11/07/2019;08:22:35;12:06:16;13:41:02;17:23:08
1051;11/07/2019;08:30:47;12:51:08;13:28:01;17:30:43
1052;11/07/2019;08:39:07;12:44:19;13:33:26;17:19:33
1053;11/07/2019;08:29:59;12:03:32;13:18:15;17:39:05
1054;11/07/2019;08:06:19;12:03:31;13:34:50;17:23:17
1055;11/07/2019;08:22:47;12:45:39;13:01:31;17:21:47
1056;11/07/2019;08:45:23;12:16:03;13:42:20;17:43:20
1057;11/07/2019;08:47:45;12:15:14;13:48:59;17:53:30
1058;11/07/2019;08:02:43;12:54:50;13:06:47;17:24:52
1059;11/07/2019;08:21:41;12:07:16;13:45:01;17:03:48
1060;11/07/2019;08:09:50;12:07:28;13:04:40;17:23:34
1061;11/07/2019;08:13:26;12:44:43;13:31:35;17:05:39
1062;11/07/2019;08:59:07;12:52:35;13:02:16;17:06:55
1063;11/07/2019;08:01:14;12:51:29;13:04:22;17:33:10
1064;11/07/2019;08:51:01;12:34:27;13:03:43;17:17:13
1065;11/07/2019;08:08:04;12:26:41;13:51:06;17:11:37
1066;11/07/2019;08:37:44;12:41:58;13:32:57;17:51:42
1067;11/07/2019;08:23:05;12:24:54;13:08:02;17:37:01
1068;11/07/2019;08:04:19;12:02:35;13:46:52;17:13:15
1069;11/07/2019;08:53:36;12:08:14;13:37:05;17:00:28
1070;11/07/2019;08:07:05;12:07:42;13:05:13;17:04:40
1071;11/07/2019;08:43:46;12:12:27;13:10:02;17:32:44
1072;11/07/2019;08:38:35;12:30:45;13:39:40;17:42:43
1073;11/07/2019;08:26:54;12:04:47;13:07:36;17:59:30
1074;11/07/2019;08:57:59;12:30:26;13:17:28;17:17:57
1075;11/07/2019;08:53:55;12:10:27;13:45:44;17:31:09
1076;11/07/2019;08:17:03;12:45:00;13:35:05;17:29:49
1077;11/07/2019;08:21:49;12:54:07;13:45:43;17:46:01
1078;11/07/2019;08:43:54;12:37:55;13:48:16;17:30:43
1079;11/07/2019;08:55:53;12:21:08;13:32:24;17:00:45
1080;11/07/2019;08:15:06;12:55:33;13:14:23;17:10:23
1081;11/07/2019;08:48:43;12:43:51;13:11:12;17:29:51
1082;11/07/2019;08:35:41;12:56:03;13:50:01;17:26:05
1083;11/07/2019;08:10:43;12:52:06;13:17:11;17:13:21
1084;11/07/2019;08:01:13;12:56:38;13:28:46;17:28:17
1085;11/07/2019;08:04:11;12:34:40;13:58:16;17:33:26
1086;11/07/2019;08:12:02;12:09:21;13:53:35;17:01:17
1087;11/07/2019;08:39:26;12:18:10;13:43:34;17:31:03
1088;11/07/2019;08:49:11;12:35:42;13:13:53;17:12:17
1089;11/07/2019;08:09:34;12:40:50;13:40:56;17:17:33
1090;11/07/2019;08:20:35;12:36:47;13:02:28;17:14:11
1091;11/07/2019;08:43:17;12:52:49;13:06:31;17:15:01
1092;11/07/2019;08:23:31;12:04:51;13:28:23;17:48:02
1093;11/07/2019;08:29:30;12:39:23;13:30:17;17:19:54
1094;11/07/2019;08:44:31;12:04:21;13:47:40;17:40:58
1095;11/07/2019;08:14:00;12:21:56;13:50:02;17:04:11
1096;11/07/2019;08:45:34;12:51:16;13:28:15;17:44:38
1097;11/07/2019;08:11:30;12:33:37;13:04:13;17:26:14
1098;11/07/2019;08:22:36;12:07:03;13:32:42;17:30:10
1099;11/07/2019;08:56:06;12:22:48;13:52:35;17:14:22
1000;12/07/2019;08:09:38;12:20:13;13:14:44;17:39:34
1001;12/07/2019;08:22:15;12:34:54;13:49:18;17:51:17
1002;12/07/2019;08:52:17;12:25:03;13:58:38;17:57:41
1003;12/07/2019;08:05:51;12:20:29;13:11:51;17:51:53
1004;12/07/2019;08:00:36;12:32:14;13:33:14;17:17:18
1005;12/07/2019;08:12:12;12:00:40;13:45:58;17:55:55
1006;12/07/2019;08:16:38;12:58:38;13:24:56;17:09:45
1007;12/07/2019;08:55:06;12:17:48;13:25:38;17:59:12
1008;12/07/2019;08:29:52;12:59:45;13:16:33;17:32:08
1009;12/07/2019;08:45:40;12:20:23;13:04:34;17:42:38
1010;12/07/2019;08:25:37;12:00:45;13:44:57;17:58:54
1011;12/07/2019;08:00:18;12:13:32;13:12:56;17:52:18
1012;12/07/2019;08:25:54;12:08:05;13:15:26;17:24:51
1013;12/07/2019;08:05:34;12:51:05;13:43:08;17:24:57
1014;12/07/2019;08:12:51;12:31:50;13:32:12;17:39:00
1015;12/07/2019;08:24:46;12:48:35;13:54:47;17:39:32
1016;12/07/2019;08:35:57;12:42:16;13:14:40;17:59:48
1017;12/07/2019;08:49:22;12:16:02;13:36:23;17:30:26
1018;12/07/2019;08:23:26;12:12:27;13:21:16;17:08:53
1019;12/07/2019;08:42:59;12:35:58;13:20:47;17:02:23
1020;12/07/2019;08:43:23;12:16:47;13:24:54;17:41:50
1021;12/07/2019;08:50:31;12:24:18;13:17:22;17:10:15
1022;12/07/2019;08:16:33;12:11:46;13:23:14;17:40:25
1023;12/07/2019;08:33:48;12:21:03;13:20:29;17:14:05
1024;12/07/2019;08:28:08;12:47:52;13:31:57;17:22:48
1025;12/07/2019;08:48:43;12:00:42;13:02:11;17:57:40
1026;12/07/2019;08:07:18;12:52:21;13:49:25;17:48:14
1027;12/07/2019;08:43:11;12:55:02;13:18:49;17:25:50
1028;12/07/2019;08:20:57;12:40:02;13:44:38;17:31:00
1029;12/07/2019;08:45:14;12:05:55;13:58:04;17:32:03
1030;12/07/2019;08:03:54;12:22:44;13:40:23;17:13:35
1031;12/07/2019;08:58:29;12:33:32;13:53:30;17:09:16
1032;12/07/2019;08:35:48;12:33:47;13:58:33;17:16:37
1033;12/07/2019;08:50:23;12:46:44;13:25:53;17:27:41
1034;12/07/2019;08:05:00;12:31:23;13:52:25;17:09:32
1035;12/07/2019;08:16:13;12:19:28;13:47:41;17:31:54
1036;12/07/2019;08:15:09;12:15:41;13:32:19;17:16:21
1037;12/07/2019;08:45:19;12:32:25;13:26:49;17:14:57
1038;12/07/2019;08:52:39;12:47:37;13:25:50;17:07:55
1039;12/07/2019;08:40:29;12:25:37;13:00:14;17:11:32
1040;12/07/2019;08:24:46;12:06:05;13:54:03;17:04:17
1041;12/07/2019;08:53:33;12:15:01;13:11:52;17:26:02
1042;12/07/2019;08:20:05;12:10:14;13:49:07;17:30:43
1043;12/07/2019;08:27:40;12:49:11;13:13:19;17:22:20
1044;12/07/2019;08:58:17;12:09:48;13:16:55;17:55:55
1045;12/07/2019;08:04:11;12:11:36;13:47:02;17:23:13
1046;12/07/2019;08:52:11;12:41:27;13:20:38;17:18:23
1047;12/07/2019;08:42:13;12:43:08;13:39:47;17:31:44
1048;12/07/2019;08:48:02;12:00:42;13:52:26;17:14:18
1049;12/07/2019;08:20:19;12:45:46;13:18:22;17:47:40
1050;12/07/2019;08:48:15;12:08:45;13:52:00;17:02:02
1051;12/07/2019;08:52:44;12:18:52;13:47:14;17:01:04
1052;12/07/2019;08:55:50;12:35:19;13:37:01;17:57:32
1053;12/07/2019;08:35:14;12:17:52;13:34:41;17:03:08
1054;12/07/2019;08:15:16;12:20:15;13:34:26;17:21:14
1055;12/07/2019;08:34:09;12:36:44;13:02:09;17:34:01
1056;12/07/2019;08:12:15;12:15:41;13:54:06;17:24:26
1057;12/07/2019;08:12:35;12:14:02;13:39:25;17:27:29
1058;12/07/2019;08:19:14;12:06:34;13:10:09;17:37:06
1059;12/07/2019;08:48:53;12:21:08;13:58:05;17:14:13
1060;12/07/2019;08:54:40;12:27:52;13:01:56;17:00:18
1061;12/07/2019;08:00:54;12:52:03;13:48:05;17:53:35
1062;12/07/2019;08:41:38;12:24:16;13:27:21;17:15:27
1063;12/07/2019;08:11:38;12:39:10;13:45:34;17:11:31
1064;12/07/2019;08:21:03;12:40:50;13:09:38;17:18:02
1065;12/07/2019;08:08:11;12:36:33;13:25:23;17:30:59
1066;12/07/2019;08:49:52;12:12:18;13:40:10;17:02:57
1067;12/07/2019;08:32:29;12:29:01;13:50:33;17:16:00
1068;12/07/2019;08:18:41;12:58:57;13:37:44;17:55:13
1069;12/07/2019;08:36:58;12:15:54;13:29:34;17:37:38
1070;12/07/2019;08:54:46;12:05:09;13:34:59;17:40:02
1071;12/07/2019;08:52:23;12:04:28;13:16:58;17:44:02
1072;12/07/2019;08:15:35;12:36:25;13:12:56;17:59:40
1073;12/07/2019;08:32:37;12:28:54;13:02:48;17:58:54
1074;12/07/2019;08:38:26;12:28:10;13:06:21;17:44:34
1075;12/07/2019;08:41:20;12:06:11;13:02:47;17:25:29
1076;12/07/2019;08:17:42;12:11:57;13:51:46;17:25:12
1077;12/07/2019;08:01:32;12:59:24;13:16:39;17:31:33
1078;12/07/2019;08:58:04;12:21:19;13:45:09;17:54:02
1079;12/07/2019;08:16:58;12:15:30;13:50:10;17:16:04
1080;12/07/2019;08:36:32;12:21:31;13:54:20;17:31:10
1081;12/07/2019;08:56:20;12:24:21;13:23:17;17:04:12
1082;12/07/2019;08:21:23;12:54:59;13:27:15;17:45:24
1083;12/07/2019;08:20:11;12:45:42;13:45:02;17:38:22
1084;12/07/2019;08:01:11;12:48:51;13:45:46;17:11:14
1085;12/07/2019;08:31:21;12:54:55;13:37:23;17:49:40
1086;12/07/2019;08:59:11;12:36:05;13:27:06;17:35:57
1087;12/07/2019;08:17:03;12:13:13;13:43:54;17:17:19
1088;12/07/2019;08:16:59;12:26:52;13:23:15;17:48:52
1089;12/07/2019;08:50:21;12:30:53;13:35:26;17:21:19
1090;12/07/2019;08:25:14;12:18:45;13:16:02;17:23:39
1091;12/07/2019;08:32:36;12:52:28;13:53:17;17:21:31
1092;12/07/2019;08:01:31;12:08:23;13:56:04;17:19:52
1093;12/07/2019;08:57:41;12:20:48;13:15:26;17:19:00
1094;12/07/2019;08:02:12;12:23:02;13:53:23;17:55:43
1095;12/07/2019;08:21:41;12:43:21;13:55:46;17:30:42
1096;12/07/2019;08:51:44;12:51:53;13:16:47;17:06:15
1097;12/07/2019;08:36:20;12:01:12;13:14:13;17:31:03
1098;12/07/2019;08:19:08;12:47:49;13:59:28;17:38:54
1099;12/07/2019;08:28:58;12:09:28;13:37:55;17:50:55
1000;15/07/2019;08:23:07;12:14:38;13:19:11;17:05:25
1001;15/07/2019;08:29:25;12:42:39;13:39:08;17:09:34
1002;15/07/2019;08:45:29;12:31:05;13:09:27;17:46:27
1003;15/07/2019;08:56:33;12:02:02;13:02:26;17:57:29
1004;15/07/2019;08:28:46;12:47:56;13:54:18;17:03:57
1005;15/07/2019;08:04:12;12:01:18;13:00:28;17:16:40
1006;15/07/2019;08:33:40;12:46:11;13:30:45;17:09:19
1007;15/07/2019;08:37:58;12:39:19;13:06:47;17:22:07
1008;15/07/2019;08:06:21;12:58:04;13:24:52;17:38:03
1009;15/07/2019;08:38:57;12:20:59;13:45:47;17:31:25
1010;15/07/2019;08:26:19;12:55:44;13:51:18;17:42:23
1011;15/07/2019;08:50:24;12:01:35;13:14:01;17:41:08
1012;15/07/2019;08:33:32;12:04:36;13:47:22;17:52:16
1013;15/07/2019;08:07:20;12:56:28;13:45:54;17:22:23
1014;15/07/2019;08:32:09;12:05:54;13:40:04;17:05:49
1015;15/07/2019;08:14:50;12:47:42;13:20:34;17:11:48
1016;15/07/2019;08:09:08;12:28:32;13:46:34;17:56:33
1017;15/07/2019;08:01:44;12:30:37;13:47:55;17:43:24
1018;15/07/2019;08:22:32;12:59:25;13:16:09;17:13:41
1019;15/07/2019;08:04:13;12:54:14;13:54:12;17:45:07
1020;15/07/2019;08:25:01;12:22:50;13:04:57;17:32:59
1021;15/07/2019;08:23:03;12:11:32;13:39:56;17:33:21
1022;15/07/2019;08:42:17;12:19:43;13:15:44;17:24:36
1023;15/07/2019;08:13:14;12:44:57;13:48:19;17:55:07
1024;15/07/2019;08:19:36;12:02:54;13:14:34;17:35:12
1025;15/07/2019;08:27:50;12:31:01;13:43:54;17:08:11
1026;15/07/2019;08:40:46;12:52:43;13:43:08;17:30:24
1027;15/07/2019;08:25:09;12:17:10;13:06:50;17:35:38
1028;15/07/2019;08:02:45;12:37:08;13:23:32;17:33:47
1029;15/07/2019;08:44:19;12:45:59;13:27:57;17:08:36
1030;15/07/2019;08:52:49;12:21:24;13:57:49;17:51:23
1031;15/07/2019;08:21:47;12:03:41;13:08:36;17:44:34
1032;15/07/2019;08:28:41;12:37:41;13:29:07;17:45:28
1033;15/07/2019;08:06:59;12:14:14;13:14:22;17:34:05
1034;15/07/2019;08:43:18;12:48:43;13:40:50;17:56:37
1035;15/07/2019;08:13:19;12:28:32;13:06:49;17:39:32
1036;15/07/2019;08:01:01;12:17:08;13:36:37;17:38:48
1037;15/07/2019;08:56:12;12:43:17;13:28:49;17:47:36
1038;15/07/2019;08:46:24;12:15:28;13:49:15;17:15:45
1039;15/07/2019;08:19:57;12:22:05;13:22:16;17:14:12
1040;15/07/2019;08:58:42;12:18:43;13:21:29;17:18:56
1041;15/07/2019;08:27:52;12:45:59;13:21:30;17:40:38
1042;15/07/2019;08:41:33;12:20:01;13:14:32;17:26:22
1043;15/07/2019;08:40:03;12:33:08;13:11:11;17:39:12
1044;15/07/2019;08:17:08;12:26:38;13:00:28;17:35:12
1045;15/07/2019;08:02:09;12:54:26;13:42:38;17:36:13
1046;15/07/2019;08:15:18;12:57:27;13:17:39;17:45:46
1047;15/07/2019;08:02:23;12:23:07;13:47:59;17:10:51
1048;15/07/2019;08:19:58;12:01:03;13:26:06;17:51:28
1049;15/07/2019;08:25:50;12:08:29;13:59:24;17:46:44
1050;15/07/2019;08:49:34;12:57:27;13:16:30;17:48:22
1051;15/07/2019;08:34:14;12:20:23;13:51:16;17:41:00
1052;15/07/2019;08:36:13;12:52:11;13:01:07;17:52:57
1053;15/07/2019;08:10:22;12:47:30;13:03:08;17:14:13
1054;15/07/2019;08:20:31;12:06:15;13:35:28;17:20:01
1055;15/07/2019;08:48:44;12:16:37;13:16:27;17:09:47
1056;15/07/2019;08:44:04;12:10:07;13:35:50;17:21:45
1057;15/07/2019;08:26:05;12:21:29;13:30:14;17:06:55
1058;15/07/2019;08:59:48;12:09:32;13:21:07;17:31:37
1059;15/07/2019;08:12:51;12:07:54;13:06:55;17:22:31
1060;15/07/2019;08:59:01;12:11:07;13:59:38;17:41:14
1061;15/07/2019;08:54:32;12:06:48;13:50:01;17:09:14
1062;15/07/2019;08:48:01;12:01:41;13:57:13;17:37:42
1063;15/07/2019;08:04:30;12:52:41;13:05:01;17:22:35
1064;15/07/2019;08:38:56;12:23:43;13:04:57;17:48:25
1065;15/07/2019;08:50:46;12:05:54;13:37:11;17:16:42
1066;15/07/2019;08:20:58;12:36:06;13:20:29;17:20:18
1067;15/07/2019;08:28:54;12:36:54;13:31:21;17:48:20
1068;15/07/2019;08:23:39;12:40:16;13:27:58;17:09:16
1069;15/07/2019;08:42:37;12:07:42;13:03:27;17:23:57
1070;15/07/2019;08:38:33;12:21:09;13:28:54;17:59:43
1071;15/07/2019;08:23:59;12:29:18;13:36:28;17:11:18
1072;15/07/2019;08:34:34;12:28:34;13:16:21;17:38:44
1073;15/07/2019;08:56:47;12:45:57;13:40:35;17:52:37
1074;15/07/2019;08:55:49;12:29:45;13:50:44;17:35:31
1075;15/07/2019;08:29:05;12:31:54;13:25:09;17:56:30
1076;15/07/2019;08:24:52;12:27:00;13:51:33;17:43:38
1077;15/07/2019;08:07:49;12:23:28;13:25:54;17:34:52
1078;15/07/2019;08:12:27;12:57:22;13:20:34;17:37:14
1079;15/07/2019;08:55:36;12:35:41;13:18:55;17:24:22
1080;15/07/2019;08:07:16;12:56:03;13:31:02;17:25:09
1081;15/07/2019;08:27:24;12:24:55;13:49:09;17:39:59
1082;15/07/2019;08:52:08;12:17:17;13:57:03;17:26:13
1083;15/07/2019;08:31:29;12:37:36;13:14:48;17:43:43
1084;15/07/2019;08:44:00;12:39:02;13:56:34;17:31:24
1085;15/07/2019;08:47:41;12:03:15;13:31:55;17:59:08
1086;15/07/2019;08:00:16;12:59:12;13:12:16;17:20:50
1087;15/07/2019;08:19:00;12:33:24;13:33:24;17:15:29
1088;15/07/2019;08:57:49;12:34:28;13:55:00;17:23:59
1089;15/07/2019;08:39:08;12:00:25;13:21:31;17:13:58
1090;15/07/2019;08:55:02;12:47:06;13:43:45;17:43:43
1091;15/07/2019;08:59:51;12:06:37;13:39:56;17:19:28
1092;15/07/2019;08:16:20;12:56:47;13:58:58;17:08:23
1093;15/07/2019;08:50:12;12:22:42;13:44:25;17:05:28
1094;15/07/2019;08:02:08;12:25:17;13:20:10;17:46:23
1095;15/07/2019;08:19:49;12:36:49;13:47:54;17:56:51
1096;15/07/2019;08:02:54;12:41:48;13:28:01;17:20:34
1097;15/07/2019;08:57:58;12:59:41;13:11:54;17:28:13
1098;15/07/2019;08:52:13;12:27:46;13:08:21;17:42:34
1099;15/07/2019;08:08:17;12:52:44;13:48:47;17:51:46
1000;16/07/2019;08:53:39;12:23:25;13:02:54;17:07:16
1001;16/07/2019;08:26:52;12:56:39;13:50:32;17:03:45
1002;16/07/2019;08:36:33;12:21:48;13:47:13;17:15:45
1003;16/07/2019;08:01:19;12:06:18;13:18:38;17:50:10
1004;16/07/2019;08:53:53;12:20:50;13:47:52;17:39:09
1005;16/07/2019;08:16:57;12:03:02;13:41:19;17:10:12
1006;16/07/2019;08:17:12;12:24:54;13:24:35;17:13:47
1007;16/07/2019;08:33:39;12:16:39;13:17:02;17:34:26
1008;16/07/2019;08:03:39;12:37:58;13:29:56;17:01:14
1009;16/07/2019;08:49:04;12:11:11;13:01:33;17:31:39
1010;16/07/2019;08:25:37;12:56:46;13:10:26;17:55:58
1011;16/07/2019;08:25:06;12:55:07;13:09:58;17:51:23
1012;16/07/2019;08:54:30;12:33:52;13:17:06;17:58:22
1013;16/07/2019;08:31:12;12:36:42;13:00:12;17:33:48
1014;16/07/2019;08:11:09;12:05:38;13:59:53;17:04:31
1015;16/07/2019;08:28:56;12:42:40;13:25:06;17:16:40
1016;16/07/2019;08:51:10;12:11:41;13:46:13;17:59:37
1017;16/07/2019;08:51:59;12:48:14;13:34:43;17:38:08
1018;16/07/2019;08:38:52;12:23:27;13:17:59;17:03:15
1019;16/07/2019;08:43:04;12:35:55;13:35:44;17:10:38
1020;16/07/2019;08:32:47;12:28:23;13:58:15;17:31:38
1021;16/07/2019;08:02:20;12:32:23;13:31:13;17:26:43
1022;16/07/2019;08:54:19;12:35:20;13:43:28;17:31:40
1023;16/07/2019;08:40:13;12:15:39;13:39:35;17:06:24
1024;16/07/2019;08:46:00;12:30:25;13:43:26;17:42:16
1025;16/07/2019;08:35:08;12:15:00;13:00:16;17:02:55
1026;16/07/2019;08:45:35;12:54:52;13:37:36;17:12:54
1027;16/07/2019;08:06:39;12:31:41;13:55:09;17:47:52
1028;16/07/2019;08:09:03;12:48:50;13:17:17;17:51:07
1029;16/07/2019;08:45:44;12:12:48;13:02:46;17:02:16
1030;16/07/2019;08:27:00;12:15:38;13:49:50;17:09:27
1031;16/07/2019;08:54:10;12:34:43;13:54:11;17:11:07
1032;16/07/2019;08:35:22;12:50:24;13:06:14;17:42:09
1033;16/07/2019;08:31:14;12:33:20;13:10:15;17:33:29
1034;16/07/2019;08:40:49;12:49:53;13:32:39;17:37:16
1035;16/07/2019;08:21:54;12:51:50;13:14:06;17:13:40
1036;16/07/2019;08:31:40;12:54:48;13:39:50;17:21:40
1037;16/07/2019;08:23:54;12:11:42;13:29:31;17:50:00
1038;16/07/2019;08:36:27;12:44:33;13:56:51;17:33:39
1039;16/07/2019;08:39:41;12:51:33;13:58:02;17:41:29
1040;16/07/2019;08:12:10;12:04:24;13:02:31;17:02:00
1041;16/07/2019;08:33:52;12:20:37;13:57:07;17:37:56
1042;16/07/2019;08:06:29;12:21:06;13:41:58;17:58:34
1043;16/07/2019;08:39:45;12:35:38;13:04:20;17:39:43
1044;16/07/2019;08:14:37;12:21:06;13:04:57;17:52:49
1045;16/07/2019;08:08:38;12:12:22;13:18:31;17:48:26
1046;16/07/2019;08:02:45;12:47:08;13:14:22;17:55:02
1047;16/07/2019;08:02:38;12:39:17;13:15:56;17:28:57
1048;16/07/2019;08:50:44;12:28:25;13:18:21;17:41:08
1049;16/07/2019;08:57:49;12:01:35;13:03:50;17:47:54
1050;16/07/2019;08:54:27;12:30:24;13:27:26;17:53:27
1051;16/07/2019;08:35:43;12:09:19;13:14:01;17:31:31
1052;16/07/2019;08:37:59;12:11:58;13:42:42;17:09:06
1053;16/07/2019;08:16:45;12:33:00;13:28:07;17:04:09
1054;16/07/2019;08:23:14;12:49:51;13:37:58;17:24:51
1055;16/07/2019;08:42:27;12:47:06;13:43:56;17:03:44
1056;16/07/2019;08:39:40;12:03:19;13:35:47;17:29:11
1057;16/07/2019;08:59:53;12:37:17;13:44:45;17:04:48
1058;16/07/2019;08:53:17;12:22:29;13:00:39;17:09:42
1059;16/07/2019;08:25:10;12:54:13;13:34:45;17:45:23
1060;16/07/2019;08:11:09;12:56:29;13:33:25;17:56:31
1061;16/07/2019;08:54:58;12:48:09;13:30:20;17:22:44
1062;16/07/2019;08:23:00;12:35:17;13:03:40;17:48:49
1063;16/07/2019;08:20:39;12:53:12;13:58:37;17:38:55
1064;16/07/2019;08:12:25;12:21:52;13:46:12;17:54:46
1065;16/07/2019;08:11:23;12:42:38;13:12:44;17:35:39
1066;16/07/2019;08:31:13;12:33:10;13:50:26;17:06:27
1067;16/07/2019;08:39:26;12:09:09;13:35:33;17:18:02
1068;16/07/2019;08:11:56;12:47:16;13:03:40;17:01:10
1069;16/07/2019;08:20:29;12:51:56;13:57:41;17:48:26
1070;16/07/2019;08:05:52;12:32:42;13:09:21;17:02:41
1071;16/07/2019;08:24:39;12:27:46;13:22:12;17:51:04
1072;16/07/2019;08:39:31;12:29:34;13:09:36;17:15:30
1073;16/07/2019;08:39:31;12:39:14;13:52:24;17:24:03
1074;16/07/2019;08:32:51;12:23:10;13:02:10;17:35:36
1075;16/07/2019;08:32:50;12:36:50;13:12:31;17:05:32
1076;16/07/2019;08:35:38;12:14:33;13:53:51;17:50:46
1077;16/07/2019;08:33:42;12:06:46;13:21:05;17:25:13
1078;16/07/2019;08:39:18;12:31:15;13:02:03;17:27:38
1079;16/07/2019;08:22:04;12:42:04;13:29:42;17:40:42
1080;16/07/2019;08:15:04;12:08:46;13:25:13;17:35:52
1081;16/07/2019;08:21:04;12:49:04;13:00:03;17:53:49
1082;16/07/2019;08:19:30;12:46:55;13:51:06;17:00:29
1083;16/07/2019;08:50:26;12:53:09;13:19:50;17:02:57
1084;16/07/2019;08:36:52;12:47:25;13:16:21;17:20:10
1085;16/07/2019;08:30:23;12:38:12;13:05:06;17:57:14
1086;16/07/2019;08:53:36;12:36:16;13:11:29;17:13:15
1087;16/07/2019;08:30:57;12:46:14;13:48:17;17:31:27
1088;16/07/2019;08:30:16;12:23:44;13:47:55;17:48:01
1089;16/07/2019;08:01:48;12:48:24;13:08:42;17:37:42
1090;16/07/2019;08:25:24;12:27:18;13:21:45;17:00:11
1091;16/07/2019;08:48:09;12:39:16;13:03:40;17:55:01
1092;16/07/2019;08:49:34;12:32:19;13:19:18;17:49:39
1093;16/07/2019;08:17:26;12:49:09;13:44:35;17:07:40
1094;16/07/2019;08:27:58;12:59:32;13:06:49;17:35:46
1095;16/07/2019;08:16:13;12:10:40;13:54:15;17:56:52
1096;16/07/2019;08:18:06;12:25:42;13:54:13;17:15:09
1097;16/07/2019;08:57:16;12:22:14;13:48:09;17:49:46
1098;16/07/2019;08:13:55;12:27:55;13:20:35;17:29:09
1099;16/07/2019;08:35:27;12:17:17;13:12:55;17:47:54
1000;17/07/2019;08:06:46;12:16:47;13:06:09;17:34:33
1001;17/07/2019;08:02:56;12:22:53;13:17:36;17:33:09
1002;17/07/2019;08:15:39;12:11:37;13:21:35;17:00:54
1003;17/07/2019;08:54:43;12:45:04;13:57:14;17:04:45
1004;17/07/2019;08:14:39;12:44:12;13:44:10;17:27:26
1005;17/07/2019;08:47:49;12:50:10;13:03:41;17:06:33
1006;17/07/2019;08:13:12;12:10:52;13:59:56;17:48:10
1007;17/07/2019;08:05:30;12:41:23;13:21:54;17:36:26
1008;17/07/2019;08:42:00;12:41:56;13:31:38;17:09:40
1009;17/07/2019;08:24:10;12:15:12;13:41:58;17:47:58
1010;17/07/2019;08:18:31;12:20:28;13:23:23;17:09:25
1011;17/07/2019;08:11:49;12:53:53;13:18:22;17:39:48
1012;17/07/2019;08:51:38;12:13:40;13:17:59;17:34:13
1013;17/07/2019;08:09:40;12:13:35;13:19:08;17:41:08
1014;17/07/2019;08:00:53;12:51:27;13:16:33;17:10:51
1015;17/07/2019;08:47:09;12:49:17;13:24:42;17:16:15
1016;17/07/2019;08:26:26;12:18:55;13:55:47;17:47:44
1017;17/07/2019;08:02:28;12:01:02;13:17:27;17:30:47
1018;17/07/2019;08:37:32;12:25:40;13:50:38;17:56:21
1019;17/07/2019;08:19:36;12:21:17;13:27:48;17:31:24
1020;17/07/2019;08:06:33;12:04:48;13:00:28;17:40:57
1021;17/07/2019;08:29:57;12:35:19;13:46:37;17:20:14
1022;17/07/2019;08:13:50;12:47:30;13:47:01;17:42:48
1023;17/07/2019;08:39:27;12:25:42;13:16:12;17:32:09
1024;17/07/2019;08:08:47;12:44:19;13:17:33;17:48:47
1025;17/07/2019;08:11:45;12:00:01;13:36:16;17:24:22
1026;17/07/2019;08:05:37;12:12:22;13:11:24;17:39:27
1027;17/07/2019;08:45:11;12:49:41;13:37:56;17:33:21
